"","url","title","descriptionURL","organization","citation","abstract","valuecount","variablecount","sitecount","id","networkName","minLon","minLat","maxLon","maxLat"
"11","http://hydroportal.cuahsi.org/Scan/cuahsi_1_1.asmx?WSDL","Soil Climate Analysis Network (SCAN)","http://hiscentral.cuahsi.org/pub_network.aspx?n=5631","Soil Climate Analysis Network (SCAN)","Soil Climate Analysis Network (SCAN)","As part of the Snow Survey and Water Supply Forecasting (SSWSF) Program, the National Water and Climate Center administers a soil climate monitoring program consisting of automated data collection sites across the U.S.
The Soil Climate Analysis Network (SCAN) began as a soil moisture/soil temperature pilot project of the Natural Resources Conservation Service in 1991. The system is designed to provide data to support natural resource assessments and conservation activities. The SCAN system focuses on agricultural areas of the U.S. and is composed of over 200 stations. A typical SCAN site monitors soil moisture content at several depths, air temperature, relative humidity, solar radiation, wind speed and direction, liquid precipitation, and barometric pressure.","950283715",NA,"225","5631","SCAN","-165.1204","17.71833","66.177","-64.75"
"12","http://hydroportal.cuahsi.org/CocoRaHs/cuahsi_1_1.asmx?WSDL","Community Collaborative Rain, Hail and Snow Network","http://hiscentral.cuahsi.org/pub_network.aspx?n=5632","Community Collaborative Rain, Hail and Snow Network","Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)","CoCoRaHS is a grassroots volunteer network of backyard weather observers of all ages and backgrounds working together to measure and map precipitation (rain, hail and snow) in their local communities. CoCoRaHS, the largest provider of daily precipitation observations in the United States has been measuring precipitation in the Canadian Provinces, the Commonwealth of Puerto Rico and the U.S. Virgin Islands for the past several years.  ","278247102",NA,"36258","5632","CocoRaHs","-166.0981","17.7476","68.356","-52.6871"
"13","http://bitnami-miguel.cuahsi.org/odm2lczo/odm2lczo/soap/cuahsi_1_1/.wsdl","Luquillo CZO 2 ","http://hiscentral.cuahsi.org/pub_network.aspx?n=5636","Luquillo Critical Zone Observatory","Luquillo CZO, NSF Award # 1331841","The Luquillo Critical Zone Observatory (LCZO) is located in Luquillo Mountains of northeastern Puerto Rico. The multi-disciplinary team of geoscientists working at the site are addressing a set of specific hypotheses that are related to the following overarching questions: How do critical zone processes and the flow and transformations of material differ in landscapes with contrasting bedrock but similar climates, land use, and geologic histories? What are the implications of these differences for the long term sustainability of water and soil resources? Research Overview Specifically, the observatory is quantifying and comparing critical zone (CZ) processes in landforms and watersheds underlain by three different rock types, granodiorites, volcaniclastics, and their associated contact metamorphic rocks. Previous research has demonstrated that these are some of the most rapidly eroding watersheds in the world. There are also dramatic, but poorly quantified, contrasts in CZ processes between areas underlain by these bedrocks. Individual research project include studies of deep weathering, soil formation and soil carbon accumulation, riparian zone dynamics, fluvial geomorphology, and meteorology. Infrastructure includes weather stations, instrumented soil pits and riparian zones, and stream flow gages. The principal researchers and students involve in the Luquillo Critical Zone Observatory are from the UPENN, the Pennsylvania State University, the University of California at Berkeley, the University of New Hampshire, the University of Puerto Rico, the US Geological Survey, and the US Forest Service International Institute of Tropical Forestry. The Observatory will also provide facilities for collaborators from a host of US and International Universities and Research Centers.","2248958",NA,"21","5636","LCZOODM2","-65.82594","18.27545","18.37527","-65.74596"
"14","http://hydroportal.cuahsi.org/ne_wn/cuahsi_1_1.asmx?WSDL","Nebraska Watershed Network","http://hiscentral.cuahsi.org/pub_network.aspx?n=5637","Nebraska Watershed Network","Nebraska Watershed Network","The Nebraska Watershed Network a student-driven organization that strives to promote water quality awareness through outreach, education, and research. ","416",NA,"18","5637","NE_WN","-99.8674","40.61145","42.5571","-95.969"
"15","http://hydroportal.cuahsi.org/TNCWaterData/cuahsi_1_1.asmx?WSDL","Water Data from The Nature Conservancy, California","http://hiscentral.cuahsi.org/pub_network.aspx?n=5646","The Nature Conservancy","The Nature Conservancy, California. 2018. Water Diversion Measurements on Staten Island, California.","The mission of The Nature Conservancy is to protect the land and waters on which all life depends.  In California, The Nature Conservancy has a goal to ensure nature has water when and where it needs it.  Diverting too much water at the wrong place and the wrong time can harm native freshwater species.  Accurately measuring and reporting water diversions can help identify problem areas and opportunities for changes to reduce the impacts on threatened freshwater species.  The Nature Conservancy owns Staten Island and partners with Conservation Farms and Ranches to grow crops and provide habitat for migratory birds like the Sandhill Crane.  To do this, Conservation Farms and Ranches diverts water throughout the year.  The Nature Conservancy and Conservation Farms are Ranches are committed to accurate measurement and reporting of these water diversions, and to share the lessons learned with other water diverters statewide.  We have created the StatenX Experimental Siphon to test multiple water measurement and reporting technologies. We are sharing the data publicly to help others assess the best and most cost effective water measurement devices to support better conservation outcomes for freshwater species across California.","253409",NA,"1","5646","TNCWaterData","-121.5274","38.1698","38.1698","-121.5274"
"16","http://hydroportal.cuahsi.org/CCBEPDAP/cuahsi_1_1.asmx?WSDL","Corpus Christi Bay Environmental Flows and Hypoxia","http://hiscentral.cuahsi.org/pub_network.aspx?n=5647","Harte Research Institute","Montagna, P.A. and Nelson, K.K. 2018. Application of the CUASHI ODM for Corpus Christi Bay Environmental Flows and Hypoxia data. ","The Corpus Christi Coastal Bend data base was created to help support management decisions for two issues: 1) managing environmental flows to the Rincon Bayou, the Nueces Delta, and Corpus Christi Bay, and 2) managing hypoxia (i.e., low oxygen conditions) in the southeastern region of Corpus Christi Bay.  The data spans from 1994 to 2009.  The data contains over 600,000 distinct observations for 44 different variable types grouped below into five general categories: atmospheric, biota, nutrients, water physical-chemical properties, and sediments.  Each data value represents a measurement at some point in time and space.  If the measurement is taken above or below the surface, then additional offset values are provided.  An offset key was also used to designate species.  The variable “Species # indexed” is an example of this use of the offset.  The count of a particular species is contained in the data value and a code for the species is contained in the offset.  ","1511607",NA,"1266","5647","CCBEPDAP","-97.78526","26.55445","28.24619","-96.70097"
"17","http://hydroportal.cuahsi.org/MobileCrowdHydrology/cuahsi_1_1.asmx?WSDL","MobileCrowdHydrology","http://hiscentral.cuahsi.org/pub_network.aspx?n=5648","Mobile Hydrology","Ruddell, B.L., Pastel, R., Meixner, T., et al.  (2016), Mobile Hydrology System version 1, https://cshci.cs.mtu.edu/water/, Accessed May 1st, 2016.","Welcome to the Mobile Hydrology citizen science application - where you can create your own history of water in your backyard, community, stream, spring, or lake, and join a global community of hydrology scientists and engineers who study and manage our water resources!","11156",NA,"103","5648","MobileCrowdHydrology","-123.3264","32.23878","48.48944","-69.336"
"18","http://hydroportal.cuahsi.org/CALVIN_HHS/cuahsi_1_1.asmx?WSDL","CALVIN_HHS","http://hiscentral.cuahsi.org/pub_network.aspx?n=5649","Aquatic Habitat, Climate, & Water Analysis Laboratory","Null, SE. 2016. Water supply reliability tradeoffs between removing reservoir storage and improving water conveyance in California. Journal of American Water Resources Association 52(2): 350-366. DOI: 10.1111/1752-1688.12391","Monthly timeseries of water delivery, scarcity, reservoir storage, aqueduct conveyance, and hydropower generation for California if O'Shaughnessy Dam is removed from San Francisco's Hetch Hetchy System and replaced with improved water conveyance at the watershed, regional, or statewide scales. Data is optimized using CALVIN, a large-scale hydro-economic water management model.","151200",NA,"35","5649","CALVIN_HHS","-122.762","35.646","40.801","-118.401"
"19","http://hydroportal.cuahsi.org/ORSANCO_HAB/cuahsi_1_1.asmx?WSDL","The Ohio River Valley Sanitation Commission (ORSANCO)","http://hiscentral.cuahsi.org/pub_network.aspx?n=5639","ORSANCO","ORSANCO, [YEAR], Ohio River Harmful Algal Bloom data, accessed [DATE ACCESSED] via HIS Central (http://hiscentral.cuahsi.org).","The Ohio River Valley Sanitation Commission (ORSANCO) operates two datasondes along the Ohio River which collect data relevant to harmful algal blooms (HABs), including the physical conditions of the river such as temperature, turbidity, conductivity, pH, and dissolved oxygen, as well as measures of the algal pigments chlorophyll a and phycocyanin. In addition, Marshall University and Thomas More College operate datasondes on the Ohio River that collect HAB data, which are included in this dataset.","64346",NA,"4","5639","ORSANCO_HAB","-84.166","38.6427","40.15285","-80.68884"
"20","http://hydroportal.cuahsi.org/UMBCGW/cuahsi_1_1.asmx?WSDL","UMBC Groundwater Observations","http://hiscentral.cuahsi.org/pub_network.aspx?n=5650","University of Maryland, Baltimore County","Welty, C. [YEAR]  UMBC Groundwater Observations, 2008 – present.  University of Maryland, Baltimore County, Center for Urban Environmental Research and Education, Baltimore, MD, USA. Accessed [DATE ACCESSED] via CUAHSI HIS Central (http://hiscentral.cuahsi.org). 
DOI: 10.4211/his-5650","This data set contains groundwater levels in meters above datum and groundwater temperature, as measured or derived from measured data in bedrock wells, located in Philadelphia, PA and suburban Baltimore, MD in the Piedmont physiographic province. Water pressure (kPa), barometric pressure (kPa), and water temperature (degrees C) have been collected at variable start and end dates since March 2008. Wells are instrumented with one of three devices: (1) In-Situ Level Troll 500 data loggers (which include a vented cable); (2) Onset Hobo U20-001-04 Water Level Loggers (with one Hobo used for barometric pressure); or (3) vanEssen D1601 Micro-Diver Water Level Loggers (with a DI800 Baro-Diver used for barometric pressure). Data collection intervals vary from 5 minutes to 1 hour. Data are downloaded manually every 60 days. Absolute water pressure is corrected with barometric pressure to yield gauge water pressure. Depth-to-water below land surface is calculated from the known location of the pressure sensor in the well with respect to land surface. Depth-to-water data are corrected for pressure instrument drift with a manual water level measurement using a Solinst Model 101 P2 Water Level Meter at the time of data download. Water level (m above datum), is calculated from depth-to-water based on elevation of land surface at the well location. Data are backed up on a server at the Center for Urban Environmental Research and Education at UMBC (http://cuere.umbc.edu).","1500054",NA,"11","5650","UMBCGW","-76.77629","39.29025","39.33035","-76.74355"
"21","http://hydroportal.cuahsi.org/CUISO/cuahsi_1_1.asmx?WSDL","  Contributing Organizations Cornell Six Mile Creek Isotopes","http://hiscentral.cuahsi.org/pub_network.aspx?n=5651","Cornell University","http://dx.doi.org/10.4211/his-5651","Hydrologic measurements of stable water isotopes within a small headwater catchment tributary to Six Mile Creek (New York, USA)","15293",NA,"9","5651","CUISO","-76.33088","42.41546","42.41817","-76.31828"
"22","http://hydroportal.cuahsi.org/UMBCWQ/cuahsi_1_1.asmx?WSDL","UMBC Water Quality Observations","http://hiscentral.cuahsi.org/pub_network.aspx?n=5653","University of Maryland, Baltimore County","Welty, C. and J. T. Kemper. [YEAR]. UMBC Water Quality Observations, 2010 – present. University of Maryland, Baltimore County, Center for Urban Environmental Research and Education, Baltimore, MD, USA. Accessed [DATE ACCESSED] via CUAHSI HIS Central (http://hiscentral.cuahsi.org).  DOI: 10.4211/his-5653
","This data set contains water quality observations measured in streams and wells located in suburban Baltimore, MD in the Piedmont physiographic province. Water quality measurements have been collected at variable start and end dates since October 2010. Streams have been instrumented with Hobo Water Temperature Pro v2 Data Loggers to collect water temperature; YSI 600LS sondes to collect water temperature and specific conductance; and YSI 6920 and EXO2 sondes to collect water temperature, specific conductance, turbidity, and dissolved oxygen. Satlantic/Seabird SUNA v1 or V2 sensors have been deployed to collect nitrate. Data collection intervals range from 3 to 30 minutes. Data are transmitted once per hour to UMBC by cellular modem. Grab samples have been collected periodically from streams and wells and analyzed by ion chromatography for chloride, nitrate, and sulfate. Data are backed up on a server at the Center for Urban Environmental Research and Education at UMBC (http://cuere.umbc.edu).","1291178",NA,"10","5653","UMBCWQ","-76.7457","39.29025","39.29589","-76.74355"
"23","http://odm2admin.cuahsi.org/DRWI/drwi/soap/cuahsi_1_1/.wsdl","Delaware River Watershed Initiative","http://hiscentral.cuahsi.org/pub_network.aspx?n=5654","Delaware River Watershed Initiative Integrative Sites","Delaware River Watershed Initiative Integrative Sites, 10.4211/his-5654.","An ambitious effort is underway to protect and restore the Delaware River Basin’s water quality and overall ecological health. Kick-started by a $35 million commitment by the William Penn Foundation, the Delaware River Watershed Initiative (DRWI) is targeting eight “clusters” within the basin for conservation investment. More than 50 leading nonprofits have joined together, aligning priorities for land protection and restoration projects and assessing water quality impacts using standardized methods.
 
Clusters were delineated using landscape variables including land use, conservation easements, and land trust areas in addition to input from local nonprofits. Monitoring sites in each cluster were chosen based on how representative of the cluster’s landscape they were. These sites represent the “typical” conditions of each cluster. The diversity of the landscape in each cluster influenced the number of sites, and they represent a range of watershed sizes (9-313 km2).
 
Monitoring for the DRWI began in 2013 and will continue through at least 2020. Chemical, algae, fish, and macroinvertebrate data are collected at each of the sites. Chemistry data are collected quarterly and the biotic community data are collected semiannually.  To capture potentially subtle changes over time in biotic communities, biological community sampling methods are quantitative, with identification to the lowest possible taxonomic level. These data are collected by the Academy of Natural Sciences of Drexel University and Stroud Water Research Center.
 
Dr. Stefanie A. Kroll directed the data collection for this project.
 
Chemistry data were collected by the Academy of Natural Sciences. Dr. Marie Kurz is the contact person for chemistry data.
 
Algae data were collected by Amanda Chan, Kathryn Christopher, Alison Minerovic, Hayley Oakland, and Meghan O’Donnell.
 
Fish data were collected by Dr. Rich Horwitz, Dave Keller, and Allison Stoklosa.
 
Macroinvertebrate data were collected by the Stroud Water Research Center. Dr. John Jackson is the contact person for macroinvertebrate data. 
 
Data are stored in a database maintained by the Environmental Data Science (EDS) section at the Academy of Natural Sciences.  Members of the EDS team include Scott Haag, Greg Barren, Mike Campagna, and Lin Perez. ","1060",NA,"35","5654","DRWI","-76.15019","39.8359","41.55668","-74.5534"
"24","https://hydroportal.cuahsi.org/FSUHydro/cuahsi_1_1.asmx?WSDL","FSU Hydrowell","http://hiscentral.cuahsi.org/pub_network.aspx?n=5669","FSU Earth Ocean and Atmospheric Science",NA,"Data from the hydrology well located at FSU EOAS building. Managed by Daniel Dominguez.","9269",NA,"1","5669","FSUHydro","-84.29868","30.44555","30.44555","-84.29868"
"25","http://hydroportal.cuahsi.org/Mekong/cuahsi_1_1.asmx?WSDL","Hydrologic and hydrogeochemical data for alluvial aquifers adjacent to Mekong River, Thailand","http://hiscentral.cuahsi.org/pub_network.aspx?n=5667","Virginia Tech",NA,"Time series data (2014-2015) for water levels and electrical conductivity were collected in groundwater from piezometers installed in the alluvial aquifer adjacent to the Mekong River at That Phanom (NE Thailand). Water level data were collected using pressure transducers, corrected for barometric pressure. Time series water level data were used to examine shifts in hydraulic gradients between groundwater and the river as the river stage rises during the monsoon season and falls during the dry season.  Electrical conductivity data were collected using conductivity loggers.  Electrical conductivity data were used to examine saline discharge from groundwater flowing through shallow evaporite beds in the aquifer.","122843",NA,"4","5667","Mekong","104.7258","16.93045","16.93346","104.7282"
"26","http://hydroportal.cuahsi.org/iRon/cuahsi_1_1.asmx?WSDL","Soil Moisture and Weather Data from  Southern Rocky Mountain","http://hiscentral.cuahsi.org/pub_network.aspx?n=5668","Aspen Global Change Institute","Osenga, Elise (2020). interactive Roaring Fork Observation Network Database. Consortium for Universities for the Advancement of Hydrologic Sciences, Inc. (CUAHSI). DOI: 10.4211/his-5644-agci-irondataset.","The AGCI iRON dataset is drawn from the interactive Roaring Fork Observation Network (iRON), located in the Rocky Mountains of Colorado. This dataset includes recurrent observations from a set of 10 stations distributed across the elevational gradient of the Roaring Fork Watershed, ranging from 1,890m to 3,680m in elevation and representing a variety of ecosystem types. Each station collects data on soil moisture (5cm, 20,cm, 50cm), soil temperature, and basic weather parameters. All data are open access for public use. Data provided here have undergone some basic QA/QC and calibration transformations. Further information about the project can be found at https://www.agci.org/iron.","8467798",NA,"8","5668","iRON","-107.3413","39.10695","39.54418","-106.5736"
"27","http://hydroportal.cuahsi.org/nevcan/cuahsi_1_1.asmx?WSDL","Nevada Climate-ecohydrological Assessment Network","http://hiscentral.cuahsi.org/pub_network.aspx?n=5612","Nevada Climate-ecohydrological Assessment Network","http://sensor.nevada.edu/NCCP/Climate%20Monitoring/Network.aspx","NevCAN is a set of monitoring stations that was funded by a National Science Foundation EPSCoR climate change grant. The stations operate 24 hours a day, year round, on solar power and  batteries.  All monitoring stations are accessible via paved or dirt roads except the Sheep Montane station, which requires a 1.5 hr hike.  No other facilities are associated with the towers, but sufficient power and expansion capabilities are provided so that additional sensors can be added.  

A consistent set of sensors are installed at each station to monitor precipitation, air temperature, wind speed and direction, incoming solar radiation, net radiation, relative humidity, barometric pressure, soil moisture and temperature at several depths. A webcam is mounted on each tower to provide real time assessment of site conditions as well as archival photographs to help assess plant phenology, snow depth and snow melt timing.

Networking capabilities provide real time transmission of data and webcam images to the Nevada Climate Change Data Portal where any interested person may download data free-of-charge. A subset of the data also are available from the Western Regional Climate Center. ","10502004",NA,"2","5612","NevCAN","-119.101","38.6495","38.90611","-114.3089"
"28","http://hydroportal.cuahsi.org/para_la_naturaleza/cuahsi_1_1.asmx?WSDL","Para_La_Naturaleza","http://hiscentral.cuahsi.org/pub_network.aspx?n=5615","Para La Naturaleza","Para La Naturaleza NSF","Para La Naturaleza and National Science Foundation (Grant No. 1223882) sponsored this Citizen Science project about the hydrology of three streams in the Rio Grande de Manatí Watershed in Puerto Rico. The data presented here was collected by citizen scientists under the supervision of the investigator and research assistants. The data collected included stream velocity, stream depth and discharge. For more information about the Rio Grande de Manatí Watershed and other citizen science projects, visit http://ciudadanocientifico.org/","183",NA,"3","5615","Para_La_Naturaleza","-66.4903","18.19699","18.28559","-66.28665"
"29","http://hydroportal.cuahsi.org/clarksburg_sp/cuahsi_1_1.asmx?WSDL","Clarksburg Study Partnership","http://hiscentral.cuahsi.org/pub_network.aspx?n=5616","Colorado State University","Bhaskar, A.S. (2017).  Water table elevations for Clarksburg, Montgomery County, Maryland, USA between 2014 and 2017. Data set collected by A.S. Bhaskar while an NSF-EAR-PF (1349815) hosted at the Eastern Geographic Science Center, U.S. Geological Survey, Reston, Virginia, USA, in collaboration with the Clarksburg Integrated Study Partnership.  Available online (http://hiscentral.cuahsi.org/pub_services.aspx) from Consortium of Universities for the Advancement of Hydrologic Science, Inc., Boston, MA, USA. ","Absolute pressure, temperature, and derived data of depth to water table collected by 7 Onset HOBO U20L data loggers deployed in and near Clarksburg, Maryland's Tributary 104 watershed (https://waterdata.usgs.gov/usa/nwis/uv?01644371).  ","4577369",NA,"7","5616","Clarksburg_SP","-77.26768","39.23313","39.24257","-77.25156"
